pruid,prename,report_date,numtotal_all_administered,as_of_date,updated,numdelta_all_administered,numavglast7_all_administered
12,Nova Scotia,6/10/2021,663840,6/9/2021,1,16236,7907.428571
46,Manitoba,6/10/2021,989281,6/9/2021,1,14732,14328.57143
13,New Brunswick,6/10/2021,560759,6/8/2021,1,9634,8752.714286
10,Newfoundland and Labrador,6/10/2021,351144,6/9/2021,1,10030,4655.142857
11,Prince Edward Island,6/10/2021,111616,6/9/2021,1,7335,1855.428571
61,Northwest Territories,6/10/2021,55078,6/5/2021,0,,225.2857143
62,Nunavut,6/10/2021,32196,5/31/2021,0,,0
60,Yukon,6/10/2021,54832,6/10/2021,1,294,158.1428571
1,Canada,6/11/2021,28156222,6/11/2021,1,440804,395524.2857
24,Quebec,6/11/2021,6487877,6/10/2021,1,102360,83025.85714
35,Ontario,6/11/2021,10827420,6/10/2021,1,199951,166584.7143
59,British Columbia,6/11/2021,3893581,6/11/2021,1,70478,57813.85714
48,Alberta,6/11/2021,3215144,6/9/2021,0,,37602.42857
47,Saskatchewan,6/11/2021,860651,6/11/2021,1,15212,12884
12,Nova Scotia,6/11/2021,678615,6/10/2021,1,14775,8136.285714
46,Manitoba,6/11/2021,1004068,6/10/2021,1,14787,13240.85714
13,New Brunswick,6/11/2021,574390,6/9/2021,1,13631,8935.714286
10,Newfoundland and Labrador,6/11/2021,358705,6/11/2021,1,7561,4832
11,Prince Edward Island,6/11/2021,111616,6/9/2021,0,,1855.428571
61,Northwest Territories,6/11/2021,55078,6/5/2021,0,,225.2857143
62,Nunavut,6/11/2021,33592,6/11/2021,1,1396,199.4285714
60,Yukon,6/11/2021,55485,6/11/2021,1,653,188.4285714
1,Canada,6/12/2021,28630814,6/12/2021,1,474592,409553.5714
24,Quebec,6/12/2021,6595378,6/11/2021,1,107501,84899.71429
35,Ontario,6/12/2021,11022452,6/11/2021,1,195032,169752.8571
59,British Columbia,6/12/2021,3893581,6/11/2021,0,,57813.85714
48,Alberta,6/12/2021,3336850,6/11/2021,1,121706,46185
47,Saskatchewan,6/12/2021,878665,6/12/2021,1,18014,13076.42857
12,Nova Scotia,6/12/2021,678615,6/10/2021,0,,8136.285714
46,Manitoba,6/12/2021,1022395,6/11/2021,1,18327,13797.57143
13,New Brunswick,6/12/2021,583855,6/10/2021,1,9465,8993.714286
10,Newfoundland and Labrador,6/12/2021,363252,6/11/2021,0,,4086
11,Prince Edward Island,6/12/2021,111616,6/9/2021,0,,1549.428571
61,Northwest Territories,6/12/2021,55078,6/5/2021,0,,225.2857143
62,Nunavut,6/12/2021,33592,6/11/2021,0,,199.4285714
60,Yukon,6/12/2021,55485,6/11/2021,0,,188.4285714
1,Canada,6/13/2021,29009552,6/13/2021,1,378738,417569.5714
24,Quebec,6/13/2021,6697703,6/12/2021,1,102325,87421.85714
35,Ontario,6/13/2021,11208867,6/12/2021,1,186415,173756
59,British Columbia,6/13/2021,3893581,6/11/2021,0,,57813.85714
48,Alberta,6/13/2021,3384026,6/12/2021,1,47176,46623.42857
47,Saskatchewan,6/13/2021,893514,6/13/2021,1,14849,13248.85714
12,Nova Scotia,6/13/2021,678615,6/10/2021,0,,8136.285714
46,Manitoba,6/13/2021,1035805,6/12/2021,1,13410,13872.71429
13,New Brunswick,6/13/2021,592510,6/11/2021,1,8655,9738.714286
10,Newfoundland and Labrador,6/13/2021,369160,6/12/2021,1,10455,4795.285714
11,Prince Edward Island,6/13/2021,111616,6/9/2021,0,,1549.428571
61,Northwest Territories,6/13/2021,55078,6/5/2021,0,,225.2857143
62,Nunavut,6/13/2021,33592,6/11/2021,0,,199.4285714
60,Yukon,6/13/2021,55485,6/11/2021,0,,188.4285714
1,Canada,6/14/2021,29456594,6/14/2021,1,447042,423723.2857
24,Quebec,6/14/2021,6776741,6/13/2021,1,79038,88995.71429
35,Ontario,6/14/2021,11344441,6/13/2021,1,135574,176433.8571
59,British Columbia,6/14/2021,4048346,6/14/2021,1,154765,58935.85714
48,Alberta,6/14/2021,3412751,6/13/2021,1,28725,46947.42857
47,Saskatchewan,6/14/2021,903442,6/14/2021,1,9928,13434.57143
12,Nova Scotia,6/14/2021,698979,6/13/2021,1,20364,8724
46,Manitoba,6/14/2021,1045956,6/13/2021,1,10151,14192.14286
13,New Brunswick,6/14/2021,596413,6/12/2021,1,3903,8801.857143
10,Newfoundland and Labrador,6/14/2021,373170,6/13/2021,1,4010,5065
11,Prince Edward Island,6/14/2021,111616,6/9/2021,0,,1549.428571
61,Northwest Territories,6/14/2021,55078,6/5/2021,0,,225.2857143
62,Nunavut,6/14/2021,33817,6/14/2021,1,225,231.5714286
60,Yukon,6/14/2021,55844,6/14/2021,1,359,186.5714286
1,Canada,6/15/2021,29903215,6/15/2021,1,446621,437168.8571
24,Quebec,6/15/2021,6868473,6/14/2021,1,91732,92534.14286
35,Ontario,6/15/2021,11529430,6/14/2021,1,184989,180259.5714
59,British Columbia,6/15/2021,4102905,6/15/2021,1,54559,59652.14286
48,Alberta,6/15/2021,3480407,6/14/2021,1,67656,51025.85714
47,Saskatchewan,6/15/2021,910322,6/15/2021,1,6880,13456.85714
12,Nova Scotia,6/15/2021,705565,6/14/2021,1,6586,8978.142857
46,Manitoba,6/15/2021,1060597,6/14/2021,1,14641,14302.42857
13,New Brunswick,6/15/2021,602894,6/13/2021,1,6481,9043.285714
10,Newfoundland and Labrador,6/15/2021,378914,6/14/2021,1,5744,5400
11,Prince Edward Island,6/15/2021,116691,6/12/2021,1,5075,1772.857143
61,Northwest Territories,6/15/2021,57215,6/12/2021,1,2137,305.2857143
62,Nunavut,6/15/2021,33958,6/15/2021,1,141,251.7142857
60,Yukon,6/15/2021,55844,6/14/2021,0,,186.5714286
1,Canada,6/16/2021,30363840,6/16/2021,1,460625,445647.2857
24,Quebec,6/16/2021,6955473,6/15/2021,1,87000,93952.71429
35,Ontario,6/16/2021,11732414,6/15/2021,1,202984,183899.2857
59,British Columbia,6/16/2021,4165142,6/16/2021,1,62237,59340.57143
48,Alberta,6/16/2021,3533434,6/15/2021,1,53027,53653.14286
47,Saskatchewan,6/16/2021,922335,6/16/2021,1,12013,13383.28571
12,Nova Scotia,6/16/2021,715070,6/15/2021,1,9505,9638
46,Manitoba,6/16/2021,1077421,6/15/2021,1,16824,14696
13,New Brunswick,6/16/2021,611960,6/14/2021,1,9066,8690.714286
10,Newfoundland and Labrador,6/16/2021,386448,6/15/2021,1,7534,6476.285714
11,Prince Edward Island,6/16/2021,116691,6/12/2021,0,,1772.857143
61,Northwest Territories,6/16/2021,57215,6/12/2021,0,,305.2857143
62,Nunavut,6/16/2021,33958,6/15/2021,0,,251.7142857
60,Yukon,6/16/2021,56279,6/14/2021,0,,186.5714286
1,Canada,6/17/2021,30868689,6/17/2021,1,504849,450467.2857
24,Quebec,6/17/2021,7055053,6/16/2021,1,99580,95648
35,Ontario,6/17/2021,11943025,6/16/2021,1,210611,187936.5714
59,British Columbia,6/17/2021,4231871,6/17/2021,1,66729,58395.42857
48,Alberta,6/17/2021,3583406,6/16/2021,1,49972,52608.85714
47,Saskatchewan,6/17/2021,937737,6/17/2021,1,15402,13185.42857
12,Nova Scotia,6/17/2021,735008,6/16/2021,1,19938,10166.85714
46,Manitoba,6/17/2021,1095389,6/16/2021,1,17968,15158.28571
13,New Brunswick,6/17/2021,622781,6/15/2021,1,10821,8860.285714
10,Newfoundland and Labrador,6/17/2021,393398,6/16/2021,1,6950,6036.285714
11,Prince Edward Island,6/17/2021,123208,6/16/2021,1,6517,1656
61,Northwest Territories,6/17/2021,57215,6/12/2021,0,,305.2857143
62,Nunavut,6/17/2021,33958,6/15/2021,0,,251.7142857
60,Yukon,6/17/2021,56640,6/17/2021,1,796,258.2857143
1,Canada,6/18/2021,31400466,6/18/2021,1,531777,463463.4286
24,Quebec,6/18/2021,7158444,6/17/2021,1,103391,95795.28571
35,Ontario,6/18/2021,12153663,6/17/2021,1,210638,189463.2857
59,British Columbia,6/18/2021,4296151,6/18/2021,1,64280,57510
48,Alberta,6/18/2021,3654750,6/17/2021,1,71344,62800.85714
47,Saskatchewan,6/18/2021,961997,6/18/2021,1,24260,14478
12,Nova Scotia,6/18/2021,752599,6/17/2021,1,17591,10569.14286
46,Manitoba,6/18/2021,1111776,6/17/2021,1,16387,15386.85714
13,New Brunswick,6/18/2021,636010,6/16/2021,1,13229,8802.857143
10,Newfoundland and Labrador,6/18/2021,404055,6/17/2021,1,10657,6478.571429
11,Prince Edward Island,6/18/2021,123208,6/16/2021,0,,1656
61,Northwest Territories,6/18/2021,57215,6/12/2021,0,,305.2857143
62,Nunavut,6/18/2021,33958,6/15/2021,0,,52.28571429
60,Yukon,6/18/2021,56640,6/17/2021,0,,165
1,Canada,6/19/2021,31819069,6/19/2021,1,418603,455465
24,Quebec,6/19/2021,7249641,6/18/2021,1,91197,93466.14286
35,Ontario,6/19/2021,12366899,6/18/2021,1,213236,192063.8571
59,British Columbia,6/19/2021,4296151,6/18/2021,0,,57510
48,Alberta,6/19/2021,3721419,6/18/2021,1,66669,54938.42857
47,Saskatchewan,6/19/2021,981734,6/19/2021,1,19737,14724.14286
12,Nova Scotia,6/19/2021,752599,6/17/2021,0,,10569.14286
46,Manitoba,6/19/2021,1126440,6/18/2021,1,14664,14863.57143
13,New Brunswick,6/19/2021,649110,6/17/2021,1,13100,9322.142857
10,Newfoundland and Labrador,6/19/2021,404055,6/17/2021,0,,6478.571429
11,Prince Edward Island,6/19/2021,123208,6/16/2021,0,,1656
61,Northwest Territories,6/19/2021,57215,6/12/2021,0,,305.2857143
62,Nunavut,6/19/2021,33958,6/15/2021,0,,52.28571429
60,Yukon,6/19/2021,56640,6/17/2021,0,,165
1,Canada,6/20/2021,32171619,6/20/2021,1,352550,451723.8571
24,Quebec,6/20/2021,7325411,6/19/2021,1,75770,89672.57143
35,Ontario,6/20/2021,12551150,6/19/2021,1,184251,191754.7143
59,British Columbia,6/20/2021,4296151,6/18/2021,0,,57510
48,Alberta,6/20/2021,3775674,6/19/2021,1,54255,55949.71429
47,Saskatchewan,6/20/2021,997818,6/20/2021,1,16084,14900.57143
12,Nova Scotia,6/20/2021,752599,6/17/2021,0,,10569.14286
46,Manitoba,6/20/2021,1138954,6/19/2021,1,12514,14735.57143
13,New Brunswick,6/20/2021,658786,6/18/2021,1,9676,9468
10,Newfoundland and Labrador,6/20/2021,404055,6/17/2021,0,,4985
11,Prince Edward Island,6/20/2021,123208,6/16/2021,0,,1656
61,Northwest Territories,6/20/2021,57215,6/12/2021,0,,305.2857143
62,Nunavut,6/20/2021,33958,6/15/2021,0,,52.28571429
60,Yukon,6/20/2021,56640,6/17/2021,0,,165
1,Canada,6/21/2021,32578590,6/21/2021,1,406971,445999.4286
24,Quebec,6/21/2021,7386401,6/20/2021,1,60990,87094.28571
35,Ontario,6/21/2021,12669775,6/20/2021,1,118625,189333.4286
59,British Columbia,6/21/2021,4436432,6/21/2021,1,140281,55440.85714
48,Alberta,6/21/2021,3804700,6/20/2021,1,29026,55992.71429
47,Saskatchewan,6/21/2021,998779,6/21/2021,1,961,13619.57143
12,Nova Scotia,6/21/2021,775902,6/20/2021,1,23303,10989
46,Manitoba,6/21/2021,1156966,6/20/2021,1,18012,15858.57143
13,New Brunswick,6/21/2021,662387,6/19/2021,1,3601,9424.857143
10,Newfoundland and Labrador,6/21/2021,415850,6/20/2021,1,11795,6097.142857
11,Prince Edward Island,6/21/2021,123208,6/16/2021,0,,1656
61,Northwest Territories,6/21/2021,57215,6/12/2021,0,,305.2857143
62,Nunavut,6/21/2021,33958,6/15/2021,0,,20.14285714
60,Yukon,6/21/2021,57017,6/21/2021,1,377,167.5714286
1,Canada,6/22/2021,33051815,6/22/2021,1,473225,449800
24,Quebec,6/22/2021,7472859,6/21/2021,1,86458,86340.85714
35,Ontario,6/22/2021,12869310,6/21/2021,1,199535,191411.4286
59,British Columbia,6/22/2021,4511923,6/22/2021,1,75491,58431.14286
48,Alberta,6/22/2021,3854208,6/21/2021,1,49508,53400.14286
47,Saskatchewan,6/22/2021,1005275,6/22/2021,1,6496,13564.71429
12,Nova Scotia,6/22/2021,790514,6/21/2021,1,14612,12135.57143
46,Manitoba,6/22/2021,1178692,6/21/2021,1,21726,16870.71429
13,New Brunswick,6/22/2021,669041,6/20/2021,1,6654,9449.571429
10,Newfoundland and Labrador,6/22/2021,419095,6/21/2021,1,3245,5740.142857
11,Prince Edward Island,6/22/2021,129054,6/19/2021,1,5846,1766.142857
61,Northwest Territories,6/22/2021,58840,6/19/2021,1,1625,232.1428571
62,Nunavut,6/22/2021,35987,6/22/2021,1,2029,289.8571429
60,Yukon,6/22/2021,57017,6/21/2021,0,,167.5714286
1,Canada,6/23/2021,33565054,6/23/2021,1,513239,457316.2857
24,Quebec,6/23/2021,7572965,6/22/2021,1,100106,88213.14286
35,Ontario,6/23/2021,13096628,6/22/2021,1,227318,194887.7143
59,British Columbia,6/23/2021,4570153,6/23/2021,1,58230,57858.71429
48,Alberta,6/23/2021,3903238,6/22/2021,1,49030,52829.14286
47,Saskatchewan,6/23/2021,1023698,6/23/2021,1,18423,14480.42857
12,Nova Scotia,6/23/2021,808713,6/22/2021,1,18199,13377.57143
46,Manitoba,6/23/2021,1202971,6/22/2021,1,24279,17935.71429
13,New Brunswick,6/23/2021,679716,6/21/2021,1,10675,9679.428571
10,Newfoundland and Labrador,6/23/2021,425840,6/22/2021,1,6745,5627.428571
11,Prince Edward Island,6/23/2021,129054,6/19/2021,0,,1766.142857
61,Northwest Territories,6/23/2021,58840,6/19/2021,0,,232.1428571
62,Nunavut,6/23/2021,36221,6/23/2021,1,234,323.2857143
60,Yukon,6/23/2021,57017,6/21/2021,0,,167.5714286
1,Canada,6/24/2021,34154465,6/24/2021,1,589411,469396.5714
24,Quebec,6/24/2021,7692855,6/23/2021,1,119890,91114.57143
35,Ontario,6/24/2021,13321816,6/23/2021,1,225188,196970.1429
59,British Columbia,6/24/2021,4652087,6/24/2021,1,81934,60030.85714
48,Alberta,6/24/2021,3963419,6/23/2021,1,60181,54287.57143
47,Saskatchewan,6/24/2021,1048669,6/24/2021,1,24971,15847.42857
12,Nova Scotia,6/24/2021,828701,6/23/2021,1,19988,13384.71429
46,Manitoba,6/24/2021,1230086,6/23/2021,1,27115,19242.42857
13,New Brunswick,6/24/2021,693708,6/22/2021,1,13992,10132.42857
10,Newfoundland and Labrador,6/24/2021,433561,6/23/2021,1,7721,5737.571429
11,Prince Edward Island,6/24/2021,136472,6/23/2021,1,7418,1894.857143
61,Northwest Territories,6/24/2021,58840,6/19/2021,0,,232.1428571
62,Nunavut,6/24/2021,36535,6/24/2021,1,314,368.1428571
60,Yukon,6/24/2021,57716,6/23/2021,1,699,153.7142857
1,Canada,6/25/2021,34674635,6/25/2021,1,520170,467738.4286
24,Quebec,6/25/2021,7761010,6/24/2021,1,68155,86080.85714
35,Ontario,6/25/2021,13568209,6/24/2021,1,246393,202078
59,British Columbia,6/25/2021,4703549,6/25/2021,1,51462,58199.71429
48,Alberta,6/25/2021,4022084,6/24/2021,1,58665,52476.28571
47,Saskatchewan,6/25/2021,1069657,6/25/2021,1,20988,15380
12,Nova Scotia,6/25/2021,847830,6/24/2021,1,19129,13604.42857
46,Manitoba,6/25/2021,1261682,6/24/2021,1,31596,21415.14286
13,New Brunswick,6/25/2021,708727,6/23/2021,1,15019,10388.14286
10,Newfoundland and Labrador,6/25/2021,441692,6/24/2021,1,8131,5376.714286
11,Prince Edward Island,6/25/2021,136472,6/23/2021,0,,1894.857143
61,Northwest Territories,6/25/2021,58840,6/19/2021,0,,232.1428571
62,Nunavut,6/25/2021,36791,6/25/2021,1,256,404.7142857
60,Yukon,6/25/2021,58092,6/24/2021,1,376,207.4285714
1,Canada,6/26/2021,34997826,6/26/2021,1,323191,454108.1429
24,Quebec,6/26/2021,7761010,6/24/2021,0,,73052.71429
35,Ontario,6/26/2021,13824469,6/25/2021,1,256260,208224.2857
59,British Columbia,6/26/2021,4703549,6/25/2021,0,,58199.71429
48,Alberta,6/26/2021,4022084,6/24/2021,0,,42952.14286
47,Saskatchewan,6/26/2021,1092980,6/26/2021,1,23323,15892.28571
12,Nova Scotia,6/26/2021,847830,6/24/2021,0,,13604.42857
46,Manitoba,6/26/2021,1288975,6/25/2021,1,27293,23219.28571
13,New Brunswick,6/26/2021,725042,6/24/2021,1,16315,10847.42857
10,Newfoundland and Labrador,6/26/2021,441692,6/24/2021,0,,5376.714286
11,Prince Edward Island,6/26/2021,136472,6/23/2021,0,,1894.857143
61,Northwest Territories,6/26/2021,58840,6/19/2021,0,,232.1428571
62,Nunavut,6/26/2021,36791,6/25/2021,0,,404.7142857
60,Yukon,6/26/2021,58092,6/24/2021,0,,207.4285714
1,Canada,6/27/2021,35260036,6/27/2021,1,262210,441202.4286
24,Quebec,6/27/2021,7761010,6/24/2021,0,,62228.42857
35,Ontario,6/27/2021,14027141,6/26/2021,1,202672,210855.8571
59,British Columbia,6/27/2021,4703549,6/25/2021,0,,58199.71429
48,Alberta,6/27/2021,4022084,6/24/2021,0,,35201.42857
47,Saskatchewan,6/27/2021,1115288,6/27/2021,1,22308,16781.42857
12,Nova Scotia,6/27/2021,847830,6/24/2021,0,,13604.42857
46,Manitoba,6/27/2021,1311267,6/26/2021,1,22292,24616.14286
13,New Brunswick,6/27/2021,739980,6/25/2021,1,14938,11599.14286
10,Newfoundland and Labrador,6/27/2021,441692,6/24/2021,0,,5376.714286
11,Prince Edward Island,6/27/2021,136472,6/23/2021,0,,1894.857143
61,Northwest Territories,6/27/2021,58840,6/19/2021,0,,232.1428571
62,Nunavut,6/27/2021,36791,6/25/2021,0,,404.7142857
60,Yukon,6/27/2021,58092,6/24/2021,0,,207.4285714
1,Canada,6/28/2021,36177066,6/28/2021,1,917030,514068
24,Quebec,6/28/2021,8053529,6/27/2021,1,292519,95304
35,Ontario,6/28/2021,14207510,6/27/2021,1,180369,219676.4286
59,British Columbia,6/28/2021,4886709,6/28/2021,1,183160,64325.28571
48,Alberta,6/28/2021,4198463,6/27/2021,1,176379,56251.85714
47,Saskatchewan,6/28/2021,1127683,6/28/2021,1,12395,18414.85714
12,Nova Scotia,6/28/2021,876217,6/27/2021,1,28387,14330.71429
46,Manitoba,6/28/2021,1329689,6/27/2021,1,18422,24674.71429
13,New Brunswick,6/28/2021,746333,6/26/2021,1,6353,11992.28571
10,Newfoundland and Labrador,6/28/2021,460380,6/27/2021,1,18688,6361.428571
11,Prince Edward Island,6/28/2021,136472,6/23/2021,0,,1894.857143
61,Northwest Territories,6/28/2021,58840,6/19/2021,0,,232.1428571
62,Nunavut,6/28/2021,37149,6/28/2021,1,358,455.8571429
60,Yukon,6/28/2021,58092,6/24/2021,0,,153.5714286
1,Canada,6/29/2021,36753233,6/29/2021,1,576167,528774
24,Quebec,6/29/2021,8161356,6/28/2021,1,107827,98356.71429
35,Ontario,6/29/2021,14472741,6/28/2021,1,265231,229061.5714
59,British Columbia,6/29/2021,4941795,6/29/2021,1,55086,61410.28571
48,Alberta,6/29/2021,4266408,6/28/2021,1,67945,58885.71429
47,Saskatchewan,6/29/2021,1136300,6/29/2021,1,8617,18717.85714
12,Nova Scotia,6/29/2021,898247,6/28/2021,1,22030,15390.42857
46,Manitoba,6/29/2021,1353985,6/28/2021,1,24296,25041.85714
13,New Brunswick,6/29/2021,758092,6/27/2021,1,11759,12721.57143
10,Newfoundland and Labrador,6/29/2021,466198,6/28/2021,1,5818,6729
11,Prince Edward Island,6/29/2021,142817,6/26/2021,1,6345,1966.142857
61,Northwest Territories,6/29/2021,60053,6/26/2021,1,1213,173.2857143
62,Nunavut,6/29/2021,37149,6/28/2021,0,,166
60,Yukon,6/29/2021,58092,6/24/2021,0,,153.5714286
1,Canada,6/30/2021,37361601,6/30/2021,1,608368,542363.8571
24,Quebec,6/30/2021,8269963,6/29/2021,1,108607,99571.14286
35,Ontario,6/30/2021,14741138,6/29/2021,1,268397,234930
59,British Columbia,6/30/2021,5002916,6/30/2021,1,61121,61823.28571
48,Alberta,6/30/2021,4332883,6/29/2021,1,66475,61377.85714
47,Saskatchewan,6/30/2021,1153720,6/30/2021,1,17420,18574.57143
12,Nova Scotia,6/30/2021,926062,6/29/2021,1,27815,16764.14286
46,Manitoba,6/30/2021,1388305,6/29/2021,1,34320,26476.28571
13,New Brunswick,6/30/2021,772223,6/28/2021,1,14131,13215.28571
10,Newfoundland and Labrador,6/30/2021,475501,6/29/2021,1,9303,7094.428571
11,Prince Edward Island,6/30/2021,142817,6/26/2021,0,,1966.142857
61,Northwest Territories,6/30/2021,60053,6/26/2021,0,,173.2857143
62,Nunavut,6/30/2021,37149,6/28/2021,0,,132.5714286
60,Yukon,6/30/2021,58871,6/29/2021,1,779,264.8571429
1,Canada,7/1/2021,37533091,7/1/2021,1,171490,482660.8571
24,Quebec,7/1/2021,8394737,6/30/2021,1,124774,100268.8571
35,Ontario,7/1/2021,14741138,6/29/2021,0,,202760.2857
59,British Columbia,7/1/2021,5002916,6/30/2021,0,,50118.42857
48,Alberta,7/1/2021,4332883,6/29/2021,0,,52780.57143
47,Saskatchewan,7/1/2021,1173554,7/1/2021,1,19834,17840.71429
12,Nova Scotia,7/1/2021,926062,6/29/2021,0,,13908.71429
46,Manitoba,7/1/2021,1388305,6/29/2021,0,,22602.71429
13,New Brunswick,7/1/2021,791050,6/29/2021,1,18827,13906
10,Newfoundland and Labrador,7/1/2021,475501,6/29/2021,0,,5991.428571
11,Prince Edward Island,7/1/2021,150370,6/30/2021,1,7553,1985.428571
61,Northwest Territories,7/1/2021,60053,6/26/2021,0,,173.2857143
62,Nunavut,7/1/2021,37149,6/28/2021,0,,87.71428571
60,Yukon,7/1/2021,59373,7/1/2021,1,502,236.7142857
1,Canada,7/2/2021,38297511,7/2/2021,1,764420,517553.7143
24,Quebec,7/2/2021,8394737,6/30/2021,0,,90532.42857
35,Ontario,7/2/2021,15154499,7/1/2021,1,413361,226612.8571
59,British Columbia,7/2/2021,5124693,7/2/2021,1,121777,60163.42857
48,Alberta,7/2/2021,4432975,7/1/2021,1,100092,58698.71429
47,Saskatchewan,7/2/2021,1194535,7/2/2021,1,20981,17839.71429
12,Nova Scotia,7/2/2021,961653,7/1/2021,1,35591,16260.42857
46,Manitoba,7/2/2021,1437871,7/1/2021,1,49566,25169.85714
13,New Brunswick,7/2/2021,799981,6/30/2021,1,8931,13036.28571
10,Newfoundland and Labrador,7/2/2021,489622,7/1/2021,1,14121,6847.142857
11,Prince Edward Island,7/2/2021,150370,6/30/2021,0,,1985.428571
61,Northwest Territories,7/2/2021,60053,6/26/2021,0,,173.2857143
62,Nunavut,7/2/2021,37149,6/28/2021,0,,51.14285714
60,Yukon,7/2/2021,59373,7/1/2021,0,,183
1,Canada,7/3/2021,38547369,7/3/2021,1,249858,507077.5714
24,Quebec,7/3/2021,8394737,6/30/2021,0,,90532.42857
35,Ontario,7/3/2021,15365003,7/2/2021,1,210504,220076.2857
59,British Columbia,7/3/2021,5124693,7/2/2021,0,,60163.42857
48,Alberta,7/3/2021,4432975,7/1/2021,0,,58698.71429
47,Saskatchewan,7/3/2021,1202927,7/3/2021,1,8392,15706.71429
12,Nova Scotia,7/3/2021,961653,7/1/2021,0,,16260.42857
46,Manitoba,7/3/2021,1459863,7/2/2021,1,21992,24412.57143
13,New Brunswick,7/3/2021,808951,7/1/2021,1,8970,11987
10,Newfoundland and Labrador,7/3/2021,489622,7/1/2021,0,,6847.142857
11,Prince Edward Island,7/3/2021,150370,6/30/2021,0,,1985.428571
61,Northwest Territories,7/3/2021,60053,6/26/2021,0,,173.2857143
62,Nunavut,7/3/2021,37149,6/28/2021,0,,51.14285714
60,Yukon,7/3/2021,59373,7/1/2021,0,,183
1,Canada,7/4/2021,38784279,7/4/2021,1,236910,503463.2857
24,Quebec,7/4/2021,8394737,6/30/2021,0,,90532.42857
35,Ontario,7/4/2021,15561071,7/3/2021,1,196068,219132.8571
59,British Columbia,7/4/2021,5124693,7/2/2021,0,,60163.42857
48,Alberta,7/4/2021,4432975,7/1/2021,0,,58698.71429
47,Saskatchewan,7/4/2021,1216372,7/4/2021,1,13445,14440.57143
12,Nova Scotia,7/4/2021,961653,7/1/2021,0,,16260.42857
46,Manitoba,7/4/2021,1478805,7/3/2021,1,18942,23934
13,New Brunswick,7/4/2021,817406,7/2/2021,1,8455,11060.85714
10,Newfoundland and Labrador,7/4/2021,489622,7/1/2021,0,,6847.142857
11,Prince Edward Island,7/4/2021,150370,6/30/2021,0,,1985.428571
61,Northwest Territories,7/4/2021,60053,6/26/2021,0,,173.2857143
62,Nunavut,7/4/2021,37149,6/28/2021,0,,51.14285714
60,Yukon,7/4/2021,59373,7/1/2021,0,,183
1,Canada,7/5/2021,39676361,7/5/2021,1,892082,499899.2857
24,Quebec,7/5/2021,8757940,7/4/2021,1,363203,100630.1429
35,Ontario,7/5/2021,15705866,7/4/2021,1,144795,214050.8571
59,British Columbia,7/5/2021,5288644,7/5/2021,1,163951,57419.28571
48,Alberta,7/5/2021,4578868,7/4/2021,1,145893,54343.57143
47,Saskatchewan,7/5/2021,1225186,7/5/2021,1,8814,13929
12,Nova Scotia,7/5/2021,993866,7/4/2021,1,32213,16807
46,Manitoba,7/5/2021,1495356,7/4/2021,1,16551,23666.71429
13,New Brunswick,7/5/2021,822985,7/3/2021,1,5579,10950.28571
10,Newfoundland and Labrador,7/5/2021,499882,7/4/2021,1,10260,5643.142857
11,Prince Edward Island,7/5/2021,150370,6/30/2021,0,,1985.428571
61,Northwest Territories,7/5/2021,60876,7/3/2021,1,823,290.8571429
62,Nunavut,7/5/2021,37149,6/28/2021,0,,0
60,Yukon,7/5/2021,59373,7/1/2021,0,,183
1,Canada,7/6/2021,40162144,7/6/2021,1,485783,486987.2857
24,Quebec,7/6/2021,8857927,7/5/2021,1,99987,99510.14286
35,Ontario,7/6/2021,15921585,7/5/2021,1,215719,206977.7143
59,British Columbia,7/6/2021,5340256,7/6/2021,1,51612,56923
48,Alberta,7/6/2021,4629699,7/5/2021,1,50831,51898.71429
47,Saskatchewan,7/6/2021,1233534,7/6/2021,1,8348,13890.57143
12,Nova Scotia,7/6/2021,1011039,7/5/2021,1,17173,16113.14286
46,Manitoba,7/6/2021,1517959,7/5/2021,1,22603,23424.85714
13,New Brunswick,7/6/2021,832855,7/4/2021,1,9870,10680.42857
10,Newfoundland and Labrador,7/6/2021,505575,7/5/2021,1,5693,5625.285714
11,Prince Edward Island,7/6/2021,153989,7/3/2021,1,3619,1596
61,Northwest Territories,7/6/2021,60876,7/3/2021,0,,117.5714286
62,Nunavut,7/6/2021,37149,6/28/2021,0,,0
60,Yukon,7/6/2021,59701,7/6/2021,1,328,229.8571429
1,Canada,7/7/2021,40665939,7/7/2021,1,503795,472048.2857
24,Quebec,7/7/2021,8964394,7/6/2021,1,106467,99204.42857
35,Ontario,7/7/2021,16126179,7/6/2021,1,204594,197863
59,British Columbia,7/7/2021,5404047,7/7/2021,1,63791,57304.42857
48,Alberta,7/7/2021,4673582,7/6/2021,1,43883,48671.28571
47,Saskatchewan,7/7/2021,1247253,7/7/2021,1,13719,13361.85714
12,Nova Scotia,7/7/2021,1035587,7/6/2021,1,24548,15646.42857
46,Manitoba,7/7/2021,1536491,7/6/2021,1,18532,21169.42857
13,New Brunswick,7/7/2021,847598,7/5/2021,1,14743,10767.85714
10,Newfoundland and Labrador,7/7/2021,517609,7/6/2021,1,12034,6015.428571
11,Prince Edward Island,7/7/2021,153989,7/3/2021,0,,1596
61,Northwest Territories,7/7/2021,60876,7/3/2021,0,,117.5714286
62,Nunavut,7/7/2021,37962,7/5/2021,1,813,116.1428571
60,Yukon,7/7/2021,60372,7/7/2021,1,671,214.4285714
