pruid,prename,report_date,numtotal_all_administered,as_of_date,updated,numdelta_all_administered,numavglast7_all_administered
60,Yukon,9/8/2021,65472,9/8/2021,1,82,44.4
1,Canada,9/9/2021,54030620,9/9/2021,1,105661,82967.6
24,Quebec,9/9/2021,12543668,9/8/2021,1,25737,22011.9
35,Ontario,9/9/2021,21062281,9/8/2021,1,38391,33496
59,British Columbia,9/9/2021,7570924,9/8/2021,1,13368,10908.1
48,Alberta,9/9/2021,5626056,9/8/2021,1,14888,7327.7
47,Saskatchewan,9/9/2021,1493099,9/8/2021,1,2293,1714.7
12,Nova Scotia,9/9/2021,1460229,9/8/2021,1,3598,1510.6
46,Manitoba,9/9/2021,1931291,9/8/2021,1,3313,3062.7
13,New Brunswick,9/9/2021,1125380,9/7/2021,1,1164,1216.3
10,Newfoundland and Labrador,9/9/2021,793482,9/8/2021,1,1508,1198.6
11,Prince Edward Island,9/9/2021,246214,9/8/2021,1,1401,366.3
61,Northwest Territories,9/9/2021,67601,9/4/2021,0,,70
62,Nunavut,9/9/2021,44923,9/7/2021,0,,51.3
60,Yukon,9/9/2021,65472,9/8/2021,0,,33.4
1,Canada,9/10/2021,54129701,9/10/2021,1,99081,81388.6
24,Quebec,9/10/2021,12570901,9/9/2021,1,27233,21741.4
35,Ontario,9/10/2021,21098125,9/9/2021,1,35844,32351.6
59,British Columbia,9/10/2021,7583999,9/9/2021,1,13075,10696
48,Alberta,9/10/2021,5634146,9/9/2021,1,8090,7186.3
47,Saskatchewan,9/10/2021,1495955,9/9/2021,1,2856,1734.7
12,Nova Scotia,9/10/2021,1464075,9/9/2021,1,3846,1753.4
46,Manitoba,9/10/2021,1935182,9/9/2021,1,3891,2950
13,New Brunswick,9/10/2021,1127422,9/8/2021,1,2042,1157.3
10,Newfoundland and Labrador,9/10/2021,795546,9/9/2021,1,2064,1293.3
11,Prince Edward Island,9/10/2021,246214,9/8/2021,0,,366.3
61,Northwest Territories,9/10/2021,67601,9/4/2021,0,,70
62,Nunavut,9/10/2021,44923,9/7/2021,0,,51.3
60,Yukon,9/10/2021,65612,9/9/2021,1,140,37
1,Canada,9/11/2021,54172675,9/11/2021,1,42974,80570.9
24,Quebec,9/11/2021,12570901,9/9/2021,0,,21741.4
35,Ontario,9/11/2021,21138345,9/10/2021,1,40220,31542.1
59,British Columbia,9/11/2021,7583999,9/9/2021,0,,10696
48,Alberta,9/11/2021,5634146,9/9/2021,0,,7186.3
47,Saskatchewan,9/11/2021,1498709,9/10/2021,1,2754,1726.4
12,Nova Scotia,9/11/2021,1464075,9/9/2021,0,,1753.4
46,Manitoba,9/11/2021,1935182,9/9/2021,0,,2950
13,New Brunswick,9/11/2021,1127422,9/8/2021,0,,1157.3
10,Newfoundland and Labrador,9/11/2021,795546,9/9/2021,0,,1293.3
11,Prince Edward Island,9/11/2021,246214,9/8/2021,0,,366.3
61,Northwest Territories,9/11/2021,67601,9/4/2021,0,,70
62,Nunavut,9/11/2021,44923,9/7/2021,0,,51.3
60,Yukon,9/11/2021,65612,9/9/2021,0,,37
1,Canada,9/12/2021,54204374,9/12/2021,1,31699,80108
24,Quebec,9/12/2021,12570901,9/9/2021,0,,21741.4
35,Ontario,9/12/2021,21167527,9/11/2021,1,29182,31075.3
59,British Columbia,9/12/2021,7583999,9/9/2021,0,,10696
48,Alberta,9/12/2021,5634146,9/9/2021,0,,7186.3
47,Saskatchewan,9/12/2021,1501226,9/11/2021,1,2517,1730.4
12,Nova Scotia,9/12/2021,1464075,9/9/2021,0,,1753.4
46,Manitoba,9/12/2021,1935182,9/9/2021,0,,2950
13,New Brunswick,9/12/2021,1127422,9/8/2021,0,,1157.3
10,Newfoundland and Labrador,9/12/2021,795546,9/9/2021,0,,1293.3
11,Prince Edward Island,9/12/2021,246214,9/8/2021,0,,366.3
61,Northwest Territories,9/12/2021,67601,9/4/2021,0,,70
62,Nunavut,9/12/2021,44923,9/7/2021,0,,51.3
60,Yukon,9/12/2021,65612,9/9/2021,0,,37
1,Canada,9/13/2021,54361367,9/13/2021,1,156993,102073.7
24,Quebec,9/13/2021,12635280,9/12/2021,1,64379,30938.4
35,Ontario,9/13/2021,21183369,9/12/2021,1,15842,33338.4
59,British Columbia,9/13/2021,7618453,9/12/2021,1,34454,15618
48,Alberta,9/13/2021,5656213,9/12/2021,1,22067,10338.7
47,Saskatchewan,9/13/2021,1502720,9/12/2021,1,1494,1800.1
12,Nova Scotia,9/13/2021,1469063,9/12/2021,1,4988,2466
46,Manitoba,9/13/2021,1943295,9/12/2021,1,8113,4109
13,New Brunswick,9/13/2021,1131475,9/11/2021,1,4053,1736.3
10,Newfoundland and Labrador,9/13/2021,797149,9/12/2021,1,1603,1204.1
11,Prince Edward Island,9/13/2021,246214,9/8/2021,0,,366.3
61,Northwest Territories,9/13/2021,67601,9/4/2021,0,,70
62,Nunavut,9/13/2021,44923,9/7/2021,0,,51.3
60,Yukon,9/13/2021,65612,9/9/2021,0,,37
1,Canada,9/14/2021,54435981,9/14/2021,1,74614,84122.1
24,Quebec,9/14/2021,12650493,9/13/2021,1,15213,21793
35,Ontario,9/14/2021,21212026,9/13/2021,1,28657,32330
59,British Columbia,9/14/2021,7630846,9/13/2021,1,12393,12139.3
48,Alberta,9/14/2021,5665956,9/13/2021,1,9743,7826.9
47,Saskatchewan,9/14/2021,1503385,9/13/2021,1,665,1853.1
12,Nova Scotia,9/14/2021,1471980,9/13/2021,1,2917,2452.3
46,Manitoba,9/14/2021,1945523,9/13/2021,1,2228,2838.1
13,New Brunswick,9/14/2021,1132083,9/12/2021,1,608,1264
10,Newfoundland and Labrador,9/14/2021,797149,9/12/2021,0,,959.4
11,Prince Edward Island,9/14/2021,247385,9/11/2021,1,1171,367.4
61,Northwest Territories,9/14/2021,68114,9/11/2021,1,513,143.3
62,Nunavut,9/14/2021,45347,9/13/2021,1,424,111.9
60,Yukon,9/14/2021,65694,9/12/2021,1,82,43.4
1,Canada,9/15/2021,54522339,9/15/2021,1,86358,85340
24,Quebec,9/15/2021,12666616,9/14/2021,1,16123,21240.7
35,Ontario,9/15/2021,21247717,9/14/2021,1,35691,31975.3
59,British Columbia,9/15/2021,7643913,9/14/2021,1,13067,12336.7
48,Alberta,9/15/2021,5674732,9/14/2021,1,8776,9080.6
47,Saskatchewan,9/15/2021,1505431,9/14/2021,1,2046,2089.3
12,Nova Scotia,9/15/2021,1475023,9/14/2021,1,3043,2627.4
46,Manitoba,9/15/2021,1948557,9/14/2021,1,3034,2939.9
13,New Brunswick,9/15/2021,1134153,9/13/2021,1,2070,1419.6
10,Newfoundland and Labrador,9/15/2021,799586,9/14/2021,1,2437,1087.4
11,Prince Edward Island,9/15/2021,247385,9/11/2021,0,,367.4
61,Northwest Territories,9/15/2021,68114,9/11/2021,0,,73.3
62,Nunavut,9/15/2021,45347,9/13/2021,0,,60.6
60,Yukon,9/15/2021,65765,9/14/2021,1,71,41.9
1,Canada,9/16/2021,54614805,9/16/2021,1,92466,83455
24,Quebec,9/16/2021,12686736,9/15/2021,1,20120,20438.3
35,Ontario,9/16/2021,21283180,9/15/2021,1,35463,31557
59,British Columbia,9/16/2021,7658443,9/15/2021,1,14530,12502.7
48,Alberta,9/16/2021,5685024,9/15/2021,1,10292,8424
47,Saskatchewan,9/16/2021,1508026,9/15/2021,1,2595,2132.4
12,Nova Scotia,9/16/2021,1478410,9/15/2021,1,3387,2597.3
46,Manitoba,9/16/2021,1951305,9/15/2021,1,2748,2859.1
13,New Brunswick,9/16/2021,1135104,9/14/2021,1,951,1389.1
10,Newfoundland and Labrador,9/16/2021,800416,9/15/2021,1,830,990.6
11,Prince Edward Island,9/16/2021,248935,9/15/2021,1,1550,388.7
61,Northwest Territories,9/16/2021,68114,9/11/2021,0,,73.3
62,Nunavut,9/16/2021,45347,9/13/2021,0,,60.6
60,Yukon,9/16/2021,65765,9/14/2021,0,,41.9
1,Canada,9/17/2021,54773928,9/17/2021,1,159123,92032.4
24,Quebec,9/17/2021,12709800,9/16/2021,1,23064,19842.7
35,Ontario,9/17/2021,21318465,9/16/2021,1,35285,31477.1
59,British Columbia,9/17/2021,7675294,9/16/2021,1,16851,13042.1
48,Alberta,9/17/2021,5754307,9/16/2021,1,69283,17165.9
47,Saskatchewan,9/17/2021,1511313,9/16/2021,1,3287,2194
12,Nova Scotia,9/17/2021,1480851,9/16/2021,1,2441,2396.6
46,Manitoba,9/17/2021,1954209,9/16/2021,1,2904,2718.1
13,New Brunswick,9/17/2021,1138881,9/15/2021,1,3777,1637
10,Newfoundland and Labrador,9/17/2021,802647,9/16/2021,1,2231,1014.4
11,Prince Edward Island,9/17/2021,248935,9/15/2021,0,,388.7
61,Northwest Territories,9/17/2021,68114,9/11/2021,0,,73.3
62,Nunavut,9/17/2021,45347,9/13/2021,0,,60.6
60,Yukon,9/17/2021,65765,9/14/2021,0,,21.9
1,Canada,9/18/2021,54817389,9/18/2021,1,43461,92102
24,Quebec,9/18/2021,12709800,9/16/2021,0,,19842.7
35,Ontario,9/18/2021,21357675,9/17/2021,1,39210,31332.9
59,British Columbia,9/18/2021,7675294,9/16/2021,0,,13042.1
48,Alberta,9/18/2021,5754307,9/16/2021,0,,17165.9
47,Saskatchewan,9/18/2021,1515564,9/17/2021,1,4251,2407.9
12,Nova Scotia,9/18/2021,1480851,9/16/2021,0,,2396.6
46,Manitoba,9/18/2021,1954209,9/16/2021,0,,2718.1
13,New Brunswick,9/18/2021,1138881,9/15/2021,0,,1637
10,Newfoundland and Labrador,9/18/2021,802647,9/16/2021,0,,1014.4
11,Prince Edward Island,9/18/2021,248935,9/15/2021,0,,388.7
61,Northwest Territories,9/18/2021,68114,9/11/2021,0,,73.3
62,Nunavut,9/18/2021,45347,9/13/2021,0,,60.6
60,Yukon,9/18/2021,65765,9/14/2021,0,,21.9
1,Canada,9/19/2021,54851886,9/19/2021,1,34497,92501.7
24,Quebec,9/19/2021,12709800,9/16/2021,0,,19842.7
35,Ontario,9/19/2021,21387650,9/18/2021,1,29975,31446.1
59,British Columbia,9/19/2021,7675294,9/16/2021,0,,13042.1
48,Alberta,9/19/2021,5754307,9/16/2021,0,,17165.9
47,Saskatchewan,9/19/2021,1520086,9/18/2021,1,4522,2694.3
12,Nova Scotia,9/19/2021,1480851,9/16/2021,0,,2396.6
46,Manitoba,9/19/2021,1954209,9/16/2021,0,,2718.1
13,New Brunswick,9/19/2021,1138881,9/15/2021,0,,1637
10,Newfoundland and Labrador,9/19/2021,802647,9/16/2021,0,,1014.4
11,Prince Edward Island,9/19/2021,248935,9/15/2021,0,,388.7
61,Northwest Territories,9/19/2021,68114,9/11/2021,0,,73.3
62,Nunavut,9/19/2021,45347,9/13/2021,0,,60.6
60,Yukon,9/19/2021,65765,9/14/2021,0,,21.9
1,Canada,9/20/2021,55038115,9/20/2021,1,186229,96678.3
24,Quebec,9/20/2021,12760773,9/19/2021,1,50973,17927.6
35,Ontario,9/20/2021,21404362,9/19/2021,1,16712,31570.4
59,British Columbia,9/20/2021,7711306,9/19/2021,1,36012,13264.7
48,Alberta,9/20/2021,5816752,9/19/2021,1,62445,22934.1
47,Saskatchewan,9/20/2021,1522709,9/19/2021,1,2623,2855.6
12,Nova Scotia,9/20/2021,1486264,9/19/2021,1,5413,2457.3
46,Manitoba,9/20/2021,1960327,9/19/2021,1,6118,2433.1
13,New Brunswick,9/20/2021,1143926,9/18/2021,1,5045,1778.7
10,Newfoundland and Labrador,9/20/2021,803535,9/19/2021,1,888,912.3
11,Prince Edward Island,9/20/2021,248935,9/15/2021,0,,388.7
61,Northwest Territories,9/20/2021,68114,9/11/2021,0,,73.3
62,Nunavut,9/20/2021,45347,9/13/2021,0,,60.6
60,Yukon,9/20/2021,65765,9/14/2021,0,,21.9
1,Canada,9/21/2021,55136439,9/21/2021,1,98324,100065.4
24,Quebec,9/21/2021,12770977,9/20/2021,1,10204,17212
35,Ontario,9/21/2021,21434434,9/20/2021,1,30072,31772.6
59,British Columbia,9/21/2021,7725586,9/20/2021,1,14280,13534.3
48,Alberta,9/21/2021,5853057,9/20/2021,1,36305,26728.7
47,Saskatchewan,9/21/2021,1523549,9/20/2021,1,840,2880.6
12,Nova Scotia,9/21/2021,1488276,9/20/2021,1,2012,2328
46,Manitoba,9/21/2021,1961846,9/20/2021,1,1519,2331.9
13,New Brunswick,9/21/2021,1145444,9/19/2021,1,1518,1908.7
10,Newfoundland and Labrador,9/21/2021,804336,9/20/2021,1,801,1026.7
11,Prince Edward Island,9/21/2021,248935,9/15/2021,0,,221.4
61,Northwest Territories,9/21/2021,68757,9/18/2021,1,643,91.9
62,Nunavut,9/21/2021,45347,9/13/2021,0,,0
60,Yukon,9/21/2021,65895,9/20/2021,1,130,28.7
1,Canada,9/22/2021,55238363,9/22/2021,1,101924,102289.1
24,Quebec,9/22/2021,12782475,9/21/2021,1,11498,16551.3
35,Ontario,9/22/2021,21475030,9/21/2021,1,40596,32473.3
59,British Columbia,9/22/2021,7739828,9/21/2021,1,14242,13702.1
48,Alberta,9/22/2021,5875001,9/21/2021,1,21944,28609.9
47,Saskatchewan,9/22/2021,1527271,9/21/2021,1,3722,3120
12,Nova Scotia,9/22/2021,1490853,9/21/2021,1,2577,2261.4
46,Manitoba,9/22/2021,1963698,9/21/2021,1,1852,2163
13,New Brunswick,9/22/2021,1147781,9/20/2021,1,2337,1946.9
10,Newfoundland and Labrador,9/22/2021,805675,9/21/2021,1,1339,869.9
11,Prince Edward Island,9/22/2021,250223,9/18/2021,1,1288,405.4
61,Northwest Territories,9/22/2021,68757,9/18/2021,0,,91.9
62,Nunavut,9/22/2021,45805,9/21/2021,1,458,65.4
60,Yukon,9/22/2021,65966,9/21/2021,1,71,28.7
1,Canada,9/23/2021,55354839,9/23/2021,1,116476,105719.1
24,Quebec,9/23/2021,12799063,9/22/2021,1,16588,16046.7
35,Ontario,9/23/2021,21519784,9/22/2021,1,44754,33800.6
59,British Columbia,9/23/2021,7756634,9/22/2021,1,16806,14027.3
48,Alberta,9/23/2021,5896827,9/22/2021,1,21826,30257.6
47,Saskatchewan,9/23/2021,1532204,9/22/2021,1,4933,3454
12,Nova Scotia,9/23/2021,1493815,9/22/2021,1,2962,2200.7
46,Manitoba,9/23/2021,1966270,9/22/2021,1,2572,2137.9
13,New Brunswick,9/23/2021,1152333,9/21/2021,1,4552,2461.3
10,Newfoundland and Labrador,9/23/2021,805675,9/21/2021,0,,751.3
11,Prince Edward Island,9/23/2021,251706,9/22/2021,1,1483,395.9
61,Northwest Territories,9/23/2021,68757,9/18/2021,0,,91.9
62,Nunavut,9/23/2021,45805,9/21/2021,0,,65.4
60,Yukon,9/23/2021,65966,9/21/2021,0,,28.7
1,Canada,9/24/2021,55519317,9/24/2021,1,164478,106484.1
24,Quebec,9/24/2021,12818218,9/23/2021,1,19155,15488.3
35,Ontario,9/24/2021,21566334,9/23/2021,1,46550,35409.9
59,British Columbia,9/24/2021,7771314,9/23/2021,1,14680,13717.1
48,Alberta,9/24/2021,5963532,9/23/2021,1,66705,29889.3
47,Saskatchewan,9/24/2021,1537270,9/23/2021,1,5066,3708.1
12,Nova Scotia,9/24/2021,1496634,9/23/2021,1,2819,2254.7
46,Manitoba,9/24/2021,1968715,9/23/2021,1,2445,2072.3
13,New Brunswick,9/24/2021,1155893,9/22/2021,1,3560,2430.3
10,Newfoundland and Labrador,9/24/2021,809042,9/23/2021,1,3367,913.6
11,Prince Edward Island,9/24/2021,251706,9/22/2021,0,,395.9
61,Northwest Territories,9/24/2021,68757,9/18/2021,0,,91.9
62,Nunavut,9/24/2021,45805,9/21/2021,0,,65.4
60,Yukon,9/24/2021,66097,9/23/2021,1,131,47.4
1,Canada,9/25/2021,55576227,9/25/2021,1,56910,108405.4
24,Quebec,9/25/2021,12818218,9/23/2021,0,,15488.3
35,Ontario,9/25/2021,21614205,9/24/2021,1,47871,36647.1
59,British Columbia,9/25/2021,7771314,9/23/2021,0,,13717.1
48,Alberta,9/25/2021,5963532,9/23/2021,0,,29889.3
47,Saskatchewan,9/25/2021,1542287,9/24/2021,1,5017,3817.6
12,Nova Scotia,9/25/2021,1496634,9/23/2021,0,,2254.7
46,Manitoba,9/25/2021,1968715,9/23/2021,0,,2072.3
13,New Brunswick,9/25/2021,1159915,9/23/2021,1,4022,3004.9
10,Newfoundland and Labrador,9/25/2021,809042,9/23/2021,0,,913.6
11,Prince Edward Island,9/25/2021,251706,9/22/2021,0,,395.9
61,Northwest Territories,9/25/2021,68757,9/18/2021,0,,91.9
62,Nunavut,9/25/2021,45805,9/21/2021,0,,65.4
60,Yukon,9/25/2021,66097,9/23/2021,0,,47.4
1,Canada,9/26/2021,55622135,9/26/2021,1,45908,110035.6
24,Quebec,9/26/2021,12818218,9/23/2021,0,,15488.3
35,Ontario,9/26/2021,21651850,9/25/2021,1,37645,37742.9
59,British Columbia,9/26/2021,7771314,9/23/2021,0,,13717.1
48,Alberta,9/26/2021,5963532,9/23/2021,0,,29889.3
47,Saskatchewan,9/26/2021,1546180,9/25/2021,1,3893,3727.7
12,Nova Scotia,9/26/2021,1496634,9/23/2021,0,,2254.7
46,Manitoba,9/26/2021,1968715,9/23/2021,0,,2072.3
13,New Brunswick,9/26/2021,1164285,9/24/2021,1,4370,3629.1
10,Newfoundland and Labrador,9/26/2021,809042,9/23/2021,0,,913.6
11,Prince Edward Island,9/26/2021,251706,9/22/2021,0,,395.9
61,Northwest Territories,9/26/2021,68757,9/18/2021,0,,91.9
62,Nunavut,9/26/2021,45805,9/21/2021,0,,65.4
60,Yukon,9/26/2021,66097,9/23/2021,0,,47.4
1,Canada,9/27/2021,55782137,9/27/2021,1,160002,106288.9
24,Quebec,9/27/2021,12860606,9/26/2021,1,42388,14261.9
35,Ontario,9/27/2021,21672304,9/26/2021,1,20454,38277.4
59,British Columbia,9/27/2021,7802535,9/26/2021,1,31221,13032.7
48,Alberta,9/27/2021,6013277,9/26/2021,1,49745,28075
47,Saskatchewan,9/27/2021,1548690,9/26/2021,1,2510,3711.6
12,Nova Scotia,9/27/2021,1500471,9/26/2021,1,3837,2029.6
46,Manitoba,9/27/2021,1974558,9/26/2021,1,5843,2033
13,New Brunswick,9/27/2021,1165663,9/25/2021,1,1378,3105.3
10,Newfoundland and Labrador,9/27/2021,811069,9/25/2021,1,2027,1076.3
11,Prince Edward Island,9/27/2021,251706,9/22/2021,0,,395.9
61,Northwest Territories,9/27/2021,69242,9/25/2021,1,485,161.1
62,Nunavut,9/27/2021,45805,9/21/2021,0,,65.4
60,Yukon,9/27/2021,66211,9/26/2021,1,114,63.7
1,Canada,9/28/2021,55860649,9/28/2021,1,78512,103458.6
24,Quebec,9/28/2021,12867824,9/27/2021,1,7218,13835.3
35,Ontario,9/28/2021,21704159,9/27/2021,1,31855,38532.1
59,British Columbia,9/28/2021,7812228,9/27/2021,1,9693,12377.4
48,Alberta,9/28/2021,6031708,9/27/2021,1,18431,25521.6
47,Saskatchewan,9/28/2021,1549338,9/27/2021,1,648,3684.1
12,Nova Scotia,9/28/2021,1503065,9/27/2021,1,2594,2112.7
46,Manitoba,9/28/2021,1976138,9/27/2021,1,1580,2041.7
13,New Brunswick,9/28/2021,1169428,9/26/2021,1,3765,3426.3
10,Newfoundland and Labrador,9/28/2021,812005,9/27/2021,1,936,1095.6
11,Prince Edward Island,9/28/2021,252873,9/25/2021,1,1167,562.6
61,Northwest Territories,9/28/2021,69242,9/25/2021,0,,69.3
62,Nunavut,9/28/2021,46430,9/27/2021,1,625,154.7
60,Yukon,9/28/2021,66211,9/26/2021,0,,45.1
1,Canada,9/29/2021,55960373,9/29/2021,1,99724,103144.3
24,Quebec,9/29/2021,12878570,9/28/2021,1,10746,13727.9
35,Ontario,9/29/2021,21742456,9/28/2021,1,38297,38203.7
59,British Columbia,9/29/2021,7831229,9/28/2021,1,19001,13057.3
48,Alberta,9/29/2021,6049067,9/28/2021,1,17359,24866.6
47,Saskatchewan,9/29/2021,1552886,9/28/2021,1,3548,3659.3
12,Nova Scotia,9/29/2021,1505975,9/28/2021,1,2910,2160.3
46,Manitoba,9/29/2021,1978661,9/28/2021,1,2523,2137.6
13,New Brunswick,9/29/2021,1173265,9/27/2021,1,3837,3640.6
10,Newfoundland and Labrador,9/29/2021,813508,9/28/2021,1,1503,1119
11,Prince Edward Island,9/29/2021,252873,9/25/2021,0,,378.6
61,Northwest Territories,9/29/2021,69242,9/25/2021,0,,69.3
62,Nunavut,9/29/2021,46430,9/27/2021,0,,89.3
60,Yukon,9/29/2021,66211,9/26/2021,0,,35
1,Canada,9/30/2021,56001554,9/30/2021,1,41181,92387.9
24,Quebec,9/30/2021,12893615,9/29/2021,1,15045,13507.4
35,Ontario,9/30/2021,21742456,9/28/2021,0,,31810.3
59,British Columbia,9/30/2021,7831229,9/28/2021,0,,10656.4
48,Alberta,9/30/2021,6067562,9/29/2021,1,18495,24390.7
47,Saskatchewan,9/30/2021,1557678,9/29/2021,1,4792,3639.1
12,Nova Scotia,9/30/2021,1505975,9/28/2021,0,,1737.1
46,Manitoba,9/30/2021,1978661,9/28/2021,0,,1770.1
13,New Brunswick,9/30/2021,1176114,9/29/2021,1,2849,3397.3
10,Newfoundland and Labrador,9/30/2021,813508,9/28/2021,0,,1119
11,Prince Edward Island,9/30/2021,252873,9/25/2021,0,,166.7
61,Northwest Territories,9/30/2021,69242,9/25/2021,0,,69.3
62,Nunavut,9/30/2021,46430,9/27/2021,0,,89.3
60,Yukon,9/30/2021,66211,9/26/2021,0,,35
1,Canada,10/1/2021,56151862,10/1/2021,1,150308,90363.6
24,Quebec,10/1/2021,12911736,9/30/2021,1,18121,13359.7
35,Ontario,10/1/2021,21809713,9/30/2021,1,67257,34768.4
59,British Columbia,10/1/2021,7852885,9/30/2021,1,21656,11653
48,Alberta,10/1/2021,6085230,9/30/2021,1,17668,17385.4
47,Saskatchewan,10/1/2021,1563252,9/30/2021,1,5574,3711.7
12,Nova Scotia,10/1/2021,1512263,9/30/2021,1,6288,2232.7
46,Manitoba,10/1/2021,1984430,9/30/2021,1,5769,2245
13,New Brunswick,10/1/2021,1176114,9/29/2021,0,,2888.7
10,Newfoundland and Labrador,10/1/2021,819294,9/30/2021,1,5786,1464.6
11,Prince Edward Island,10/1/2021,255062,9/30/2021,1,2189,479.4
61,Northwest Territories,10/1/2021,69242,9/25/2021,0,,69.3
62,Nunavut,10/1/2021,46430,9/27/2021,0,,89.3
60,Yukon,10/1/2021,66211,9/26/2021,0,,16.3
1,Canada,10/2/2021,56199005,10/2/2021,1,47143,88968.3
24,Quebec,10/2/2021,12911736,9/30/2021,0,,13359.7
35,Ontario,10/2/2021,21847046,10/1/2021,1,37333,33263
59,British Columbia,10/2/2021,7852885,9/30/2021,0,,11653
48,Alberta,10/2/2021,6085230,9/30/2021,0,,17385.4
47,Saskatchewan,10/2/2021,1567255,10/1/2021,1,4003,3566.9
12,Nova Scotia,10/2/2021,1512263,9/30/2021,0,,2232.7
46,Manitoba,10/2/2021,1984430,9/30/2021,0,,2245
13,New Brunswick,10/2/2021,1181921,9/30/2021,1,5807,3143.7
10,Newfoundland and Labrador,10/2/2021,819294,9/30/2021,0,,1464.6
11,Prince Edward Island,10/2/2021,255062,9/30/2021,0,,479.4
61,Northwest Territories,10/2/2021,69242,9/25/2021,0,,69.3
62,Nunavut,10/2/2021,46430,9/27/2021,0,,89.3
60,Yukon,10/2/2021,66211,9/26/2021,0,,16.3
1,Canada,10/3/2021,56229779,10/3/2021,1,30774,86806.3
24,Quebec,10/3/2021,12911736,9/30/2021,0,,13359.7
35,Ontario,10/3/2021,21870930,10/2/2021,1,23884,31297.1
59,British Columbia,10/3/2021,7852885,9/30/2021,0,,11653
48,Alberta,10/3/2021,6085230,9/30/2021,0,,17385.4
47,Saskatchewan,10/3/2021,1572630,10/2/2021,1,5375,3778.6
12,Nova Scotia,10/3/2021,1512263,9/30/2021,0,,2232.7
46,Manitoba,10/3/2021,1984430,9/30/2021,0,,2245
13,New Brunswick,10/3/2021,1183436,10/1/2021,1,1515,2735.9
10,Newfoundland and Labrador,10/3/2021,819294,9/30/2021,0,,1464.6
11,Prince Edward Island,10/3/2021,255062,9/30/2021,0,,479.4
61,Northwest Territories,10/3/2021,69242,9/25/2021,0,,69.3
62,Nunavut,10/3/2021,46430,9/27/2021,0,,89.3
60,Yukon,10/3/2021,66211,9/26/2021,0,,16.3
1,Canada,10/4/2021,56369112,10/4/2021,1,139333,83853.6
24,Quebec,10/4/2021,12947692,10/3/2021,1,35956,12440.9
35,Ontario,10/4/2021,21890185,10/3/2021,1,19255,31125.9
59,British Columbia,10/4/2021,7884070,10/3/2021,1,31185,11647.9
48,Alberta,10/4/2021,6121821,10/3/2021,1,36591,15506.3
47,Saskatchewan,10/4/2021,1575130,10/3/2021,1,2500,3777.1
12,Nova Scotia,10/4/2021,1515806,10/3/2021,1,3543,2190.7
46,Manitoba,10/4/2021,1990737,10/3/2021,1,6307,2311.3
13,New Brunswick,10/4/2021,1184370,10/2/2021,1,934,2672.4
10,Newfoundland and Labrador,10/4/2021,821537,10/3/2021,1,2243,1495.4
11,Prince Edward Island,10/4/2021,255062,9/30/2021,0,,479.4
61,Northwest Territories,10/4/2021,69751,10/2/2021,1,509,72.7
62,Nunavut,10/4/2021,46430,9/27/2021,0,,89.3
60,Yukon,10/4/2021,66521,10/3/2021,1,310,44.3
1,Canada,10/5/2021,56445052,10/5/2021,1,75940,
24,Quebec,10/5/2021,12954467,10/4/2021,1,6775,
35,Ontario,10/5/2021,21916657,10/4/2021,1,26472,
59,British Columbia,10/5/2021,7894975,10/4/2021,1,10905,
48,Alberta,10/5/2021,6142455,10/4/2021,1,20634,
47,Saskatchewan,10/5/2021,1576702,10/4/2021,1,1572,
12,Nova Scotia,10/5/2021,1519559,10/4/2021,1,3753,
46,Manitoba,10/5/2021,1992514,10/4/2021,1,1777,
13,New Brunswick,10/5/2021,1186719,10/3/2021,1,2349,
10,Newfoundland and Labrador,10/5/2021,822685,10/4/2021,1,1148,
11,Prince Edward Island,10/5/2021,255617,10/2/2021,1,555,
61,Northwest Territories,10/5/2021,69751,10/2/2021,0,,
62,Nunavut,10/5/2021,46430,9/27/2021,0,,
60,Yukon,10/5/2021,66521,10/3/2021,0,,
1,Canada,10/6/2021,56536565,10/6/2021,1,91513,
24,Quebec,10/6/2021,12963912,10/5/2021,1,9445,
35,Ontario,10/6/2021,21948953,10/5/2021,1,32296,
59,British Columbia,10/6/2021,7908832,10/5/2021,1,13857,
48,Alberta,10/6/2021,6155243,10/5/2021,1,12788,
47,Saskatchewan,10/6/2021,1580925,10/5/2021,1,4223,
12,Nova Scotia,10/6/2021,1523340,10/5/2021,1,3781,
46,Manitoba,10/6/2021,2003159,10/5/2021,1,10645,
13,New Brunswick,10/6/2021,1188908,10/4/2021,1,2189,
10,Newfoundland and Labrador,10/6/2021,824872,10/5/2021,1,2187,
11,Prince Edward Island,10/6/2021,255617,10/2/2021,0,,
61,Northwest Territories,10/6/2021,69751,10/2/2021,0,,
62,Nunavut,10/6/2021,46430,9/27/2021,0,,
60,Yukon,10/6/2021,66623,10/4/2021,1,102,
1,Canada,10/7/2021,56574958,10/7/2021,1,38393,
24,Quebec,10/7/2021,12977065,10/6/2021,1,13153,
35,Ontario,10/7/2021,21974193,10/6/2021,1,25240,
59,British Columbia,10/7/2021,7908832,10/5/2021,0,,
48,Alberta,10/7/2021,6155243,10/5/2021,0,,
47,Saskatchewan,10/7/2021,1580925,10/5/2021,0,,
12,Nova Scotia,10/7/2021,1523340,10/5/2021,0,,
46,Manitoba,10/7/2021,2003159,10/5/2021,0,,
13,New Brunswick,10/7/2021,1188908,10/4/2021,0,,
10,Newfoundland and Labrador,10/7/2021,824872,10/5/2021,0,,
